1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,1
9,2
10,1
11,2
12,2
13,2
14,2
15,1
16,2
17,1
18,2
19,3
20,2
21,2
22,3
23,1
24,2
25,2
26,2
27,3
28,2
29,1
30,2
31,2
32,3
33,2
34,1
35,3
36,1
37,3
38,14
39,4
40,10
41,43
42,154
43,183
44,38
45,243
46,64
47,131
48,72
49,65
50,80
51,463
52,289
53,47
54,139
55,217
56,71
57,44
58,17
59,96
60,257
61,446
62,58
63,28
64,296
65,631
66,382
67,455
68,2235
69,4865
70,12672
71,12357
72,24869
